Age [ka],d18O GRIP,T GRIP,d18O GoM,Pa/Th
8.0,-34.94263157894736,-31.402630539473666,1.1056285822636425,
8.1,-35.37611111111111,-32.15690376388887,1.0954742967788655,
8.2,-35.66,-32.747377194444425,0.9202264571596371,0.046
8.3,-34.82888888888888,-31.195169638888867,0.5230751235054579,
8.4,-34.874444444444435,-31.281029833333307,1.017071938819226,0.05
8.5,-34.69722222222222,-31.00889334722221,1.11587158912744,0.047
8.6,-34.959999999999994,-31.423601749999982,1.0825393071948126,
8.7,-34.861666666666665,-31.278043791666658,1.1473073961999822,
8.8,-34.87882352941177,-31.31272644117645,1.3470645243434927,
8.9,-34.199999999999996,-30.330283333333316,1.1217781712657824,
9.0,-34.866875,-31.248339953124983,0.9328339572049396,
9.1,-34.417058823529416,-30.648606455882334,0.9959213929193084,
9.2,-35.0475,-31.55071671874998,0.8800031793459536,
9.3,-34.59125,-30.847048437499982,0.9846086504357738,0.063
9.4,-34.47588235294117,-30.672285249999987,1.169412703156226,
9.5,-34.660624999999996,-30.973651390624987,1.1718641345395597,
9.6,-34.633125,-30.90567104687499,0.8622257319845074,
9.7,-34.725625,-31.043597984374983,0.9772561973840347,
9.8,-34.646874999999994,-30.92398089062499,0.7973493267973203,0.0555
9.9,-34.794,-31.154773849999984,1.0394300722750678,
10.0,-35.062000000000005,-31.583127049999977,1.077196500213255,0.057
10.1,-35.072,-31.58280823333332,0.8840091088460567,
10.2,-35.52142857142857,-32.32591132142855,0.9256501000154115,0.069
10.3,-35.53928571428572,-32.4012080892857,0.9473438187786991,0.058499999999999996
10.4,-35.36142857142857,-32.05625732142857,0.9391349088774196,
10.5,-35.85785714285715,-32.99174151785713,,
10.6,-35.81285714285714,-32.87222514285713,,
10.7,-35.98076923076923,-33.23860471153845,0.6376734286917686,0.057999999999999996
10.8,-36.49076923076923,-34.28865053846152,0.828413841395564,
10.9,-36.627692307692314,-34.56148480769229,0.4956008737698308,0.0665
11.0,-36.527692307692305,-34.353454076923065,0.7228988507972426,
11.1,-36.875,-35.14202341666665,0.899267000845113,
11.2,-36.43846153846153,-34.192920499999964,0.5382024383230161,0.06
11.3,-37.245,-36.06583687499998,0.8031500082115889,0.064
11.4,-37.604545454545445,-36.96488274999999,0.833069339041375,0.059
11.5,-36.680833333333325,-34.709934479166655,0.4086047289254989,0.07
11.6,-37.32272727272727,-36.39626024999998,0.4147430244107979,
11.7,-40.281666666666666,-45.374736291666636,0.9167664633198038,0.067
11.8,-40.44166666666666,-46.06007754166668,1.220963525070576,0.07100000000000001
11.9,-40.168,-44.842742099999974,1.1413596460555169,0.073
12.0,-40.11666666666667,-44.61917516666662,1.085737283979039,0.07
12.1,-40.552,-46.26620919999998,0.9749510947034735,0.07366666666666667
12.2,-40.63833333333333,-46.777362791666654,1.1173102849438385,0.075
12.3,-40.688,-46.84047079999998,0.9513599661464512,
12.4,-40.195,-45.00762045833333,0.7075463985061168,0.077
12.5,-41.14833333333333,-48.54881470833332,0.567867120352066,0.053
12.6,-41.174,-48.68783115000002,0.5013413989009946,0.0775
12.7,-41.44,-49.79005791666665,0.16508272192709653,0.07075000000000001
12.8,-39.31166666666667,-41.89438579166666,-0.6573528311348682,0.0595
12.9,-38.144444444444446,-38.406844499999984,-1.5499984290533766,0.059
13.0,-38.99,-40.93670699999998,-1.0987250849937362,0.06466666666666666
13.1,-40.021428571428565,-44.380574821428546,-1.4394982869104742,0.068
13.2,-39.21125000000001,-41.63336484374997,-1.3526265610803776,0.06866666666666667
13.3,-38.18444444444444,-38.57915461111111,-2.105943348147315,0.058
13.4,-37.707,-37.220174674999974,-1.847799864837551,
13.5,-37.33222222222222,-36.31747791666664,-0.631312662050248,0.072
13.6,-38.18125,-38.56800721874997,-1.3256562348859733,
13.7,-37.691,-37.157005524999974,-0.46632032860138145,
13.8,-37.678000000000004,-37.12119584999997,-0.06866796572114393,0.065
13.9,-37.89222222222222,-37.77368480555554,-0.6713847985482366,0.06566666666666666
14.0,-38.74142857142857,-40.33303682142855,-0.9291703458015186,0.06733333333333334
14.1,-37.47222222222222,-36.62960597222221,-1.0909632764497552,0.079
14.2,-36.546363636363644,-34.42710074999999,-1.110342298779464,0.07666666666666666
14.3,-35.977,-33.25567457499998,-0.7266242005523259,0.071
14.4,-35.848,-33.000260349999984,-1.0364660329405158,0.0785
14.5,-35.36666666666667,-32.110362916666645,-0.6709125931816284,
14.6,-37.15111111111111,-35.946384666666646,-0.3183871674418545,0.058
14.7,-39.59166666666667,-42.971808291666626,-0.4859539143744912,0.089
14.8,-39.872,-43.936942699999996,-0.3642041746451324,0.085
14.9,-39.148,-41.37317819999997,-1.0224183237534659,0.088
15.0,-40.0675,-44.48803981249995,0.22016768486360216,0.085
15.1,-39.655,-43.048595624999955,-0.17790614599422844,0.096
15.2,-39.09400000000001,-41.19449034999998,0.6471142309740685,0.102
15.3,-39.485,-42.482574124999985,0.7237761030657893,0.083
15.4,-39.656,-43.07033189999997,0.7531845885554329,
15.5,-40.755,-47.04013812499994,0.34169328628409806,0.085
15.6,-39.332499999999996,-41.95771393749998,0.5635021822217012,
15.7,-39.995,-44.49266187499999,0.3688146973198587,
15.8,-40.0675,-44.4696079375,-0.14389905487469998,0.09
15.9,-39.7675,-43.419652437499956,0.031346794016926804,
16.0,-40.95399999999999,-47.768855949999974,-0.06367725704398422,0.085
16.1,-40.332499999999996,-45.533086562499996,-0.2218628799742907,0.094
16.2,-39.1975,-41.57685818749998,-0.33146645268079183,
16.3,-39.57,-42.762398999999995,-0.9126176209255354,0.083
16.4,-39.886,-43.872104849999985,-0.28282914721541463,0.08166666666666668
16.5,-38.9275,-40.771439562499985,0.49888506534619426,0.088
16.6,-39.58200000000001,-42.78364494999998,0.41083712741453177,
16.7,-39.945,-44.28489937499996,0.8490527257301445,0.08866666666666667
16.8,-39.782,-43.551570349999956,0.5049873955960871,0.074
16.9,-40.495,-46.04000712499996,0.6068376361027368,0.084
17.0,-39.466,-42.45050774999998,0.5069665348739032,0.089
17.1,-39.824,-43.75885049999998,1.1639182474033005,0.083
17.2,-40.43,-45.77986812499995,0.9709610734458869,0.077
17.3,-40.288,-45.319873699999995,0.8063220525534731,0.084
17.4,-39.4625,-42.511544687500006,1.1494679118109166,0.08166666666666667
17.5,-39.125,-41.303423624999986,1.211318824374826,0.07766666666666666
17.6,-38.7525,-40.280285437499955,,0.075
17.7,-38.9925,-40.9840599375,1.7950428397131315,0.081
17.8,-38.532,-39.60560469999997,1.2754412110797158,0.08
17.9,-38.7675,-40.34479906249996,0.9048076900934062,0.073
18.0,-39.695,-43.17703712499996,0.9769567386173028,0.078
18.1,-38.46,-39.38797162499997,0.6680836579029981,0.065
18.2,-39.122,-41.37511695,0.8123527526632865,0.072
18.3,-39.2,-41.57882283333331,0.6568573830909284,0.062
18.4,-38.59,-39.74309424999996,1.0864012801703788,0.065
18.5,-38.7825,-40.2787014375,0.9667781009950328,0.067
18.6,-38.97,-40.88781887499999,0.9701905806297921,0.066
18.7,-39.2425,-41.74415168750001,0.38482107313991437,0.078
18.8,-39.974000000000004,-44.13828284999998,0.2772990404599432,0.059
18.9,-38.529999999999994,-39.55396437499998,0.49919670392750226,
19.0,-38.805,-40.51692087499997,0.8007881431762219,
19.1,-39.0475,-41.044209312499994,0.4394859500517132,
19.2,-39.1275,-41.40529256249998,0.503905184157464,0.07
19.3,-38.835,-40.43544937499999,0.5143030273996883,0.068
19.4,-39.2975,-42.00091093749995,0.08332096608001575,0.07233333333333333
19.5,-39.339999999999996,-42.02223759999997,0.2584202493826936,0.068
19.6,-39.4575,-42.358992562499985,0.23840533935992672,
19.7,-40.644999999999996,-46.740448624999985,0.3260529325294385,0.068
19.8,-39.785,-43.52503174999997,0.6718312009245102,0.081
19.9,-40.265,-45.239733749999964,0.4488076111299294,0.076
20.0,-40.3625,-45.51773881250001,,
20.1,-39.815,-43.64725412499998,0.7328084336156212,
20.2,-40.73,-46.89332937499998,0.6414354042608115,0.0625
20.3,-40.625,-46.51404662499998,0.27816950379213157,
20.4,-41.1425,-48.50018118749999,0.50308627929514,
20.5,-40.0275,-44.34323581249997,0.07921615333503296,
20.6,-39.742,-43.506027049999965,0.30073514239067156,
20.7,-40.29,-45.24070449999995,0.5053801752292588,
20.8,-40.21,-45.20594724999996,0.1356097177087707,
20.9,-40.75666666666667,-47.020476083333314,-0.08086753782978257,
21.0,-40.900000000000006,-47.527322624999954,0.6206298279903502,
21.1,-40.8425,-47.36876931249998,0.13878085893879358,
21.2,-40.65333333333333,-46.60446616666667,0.33882538884121177,
21.3,-41.265,-49.06338324999997,0.23907428857227186,0.087
21.4,-41.79333333333333,-51.157318499999974,0.32884220903868794,
21.5,-40.47666666666667,-46.015420749999954,0.11708394878520982,
21.6,-41.2125,-48.82944281249996,-0.03456458288380646,
21.7,-41.666666666666664,-50.64894066666665,,
21.8,-40.347500000000004,-45.46157968749996,0.18888307109676752,0.062
21.9,-40.98333333333333,-47.88983724999997,0.08245153335692135,0.078
22.0,-41.08,-48.363432625000016,0.1734435633352168,
22.1,-41.07,-48.21702858333335,0.1588308512060112,
22.2,-40.3975,-45.64394181249999,-0.07935486139498155,
22.3,-41.565,-50.30349987499997,0.13715020584658535,
22.4,-41.125,-48.43406224999997,-0.9550335139729116,
22.5,-40.765,-47.02973487499999,-0.20106213280707888,
22.6,-41.54,-50.256627500000015,0.11464641441322604,0.064
22.7,-40.302499999999995,-45.374298812499994,0.34707453978181,
22.8,-40.803333333333335,-47.177735749999975,0.1239083554712895,0.073
22.9,-38.964000000000006,-40.831596499999975,0.4295234418975876,
23.0,-41.125,-48.419826874999956,0.25798110183634665,
23.1,-41.65333333333333,-50.58431016666665,0.2028602280725699,
23.2,-39.238,-41.89692724999999,0.5476253056896971,
23.3,-38.92999999999999,-40.745276750000016,0.13234975591366965,
23.4,-41.355,-49.34822824999999,0.26390923470931654,
23.5,-41.973333333333336,-51.90382616666665,0.4987489186721153,
23.6,-42.28,-53.38973733333332,,
23.7,-42.16,-52.794202833333294,,0.096
23.8,-42.99333333333334,-56.68703316666663,,
23.9,-42.18,-52.7909908333333,,0.073
24.0,-43.06,-56.854812499999944,,0.08
24.1,-41.63333333333333,-50.48495816666664,,
24.2,-41.356666666666676,-49.364964749999956,,
24.3,-40.986666666666665,-47.87073849999996,,
24.4,-41.02333333333333,-48.156442416666664,,
24.5,-40.803333333333335,-47.25548008333332,,
24.6,-42.12,-52.58856883333332,,
24.7,-40.260000000000005,-45.12829000000005,,
24.8,-41.98,-51.93551899999998,,
24.9,-40.99666666666666,-47.914491916666655,,
25.0,-39.77,-43.42241274999998,,
25.1,-41.413333333333334,-49.60337416666664,,
25.2,-41.400000000000006,-49.55247533333329,,
25.3,-41.495,-49.91424562500001,,
25.4,-41.02,-48.08747883333333,,
25.5,-41.91,-51.772080083333265,,
25.6,-42.715,-55.180385625000014,,
25.7,-42.51333333333333,-54.40739499999995,,
25.8,-41.135000000000005,-48.46744312500002,,
25.9,-41.419999999999995,-49.63264149999998,,
26.0,-40.94,-47.7324978333333,,
26.1,-40.98333333333333,-47.950461916666654,,
26.2,-40.92666666666667,-47.65475166666662,,
26.3,-41.07666666666666,-48.36704474999999,,
26.4,-41.18333333333333,-48.6787810833333,,
26.5,-41.725,-50.866411124999956,,
26.6,-40.62,-46.52686483333334,,
26.7,-41.72666666666666,-50.93912983333335,,
26.8,-41.11,-48.349512583333286,,
26.9,-41.01,-48.22026074999999,,
27.0,-41.44333333333333,-49.759646583333314,,
27.1,-40.196666666666665,-44.914089749999995,,
27.2,-41.31,-49.27369408333336,,
27.3,-41.29666666666667,-49.15735808333335,,
27.4,-40.795,-47.31064462499998,,
27.5,-38.96,-41.001939199999995,,
27.6,-38.232,-38.6153165,,
27.7,-38.00666666666666,-38.40858158333331,,
27.8,-40.77333333333333,-47.081972499999985,,
27.9,-41.245000000000005,-48.884288124999955,,
28.0,-42.18333333333333,-52.870426416666625,,
28.1,-41.18,-48.71064899999999,,
28.2,-40.88999999999999,-47.54050108333329,,
28.3,-41.32,-49.215768999999995,,
28.4,-42.00333333333333,-52.02602608333333,,
28.5,-41.24666666666667,-48.899770166666656,,
28.6,-38.384,-39.12619389999999,,
28.7,-37.924,-37.807370899999995,,
28.8,-38.4,-39.26420191666666,,
28.9,-41.505,-49.94093712499998,,
29.0,-40.98666666666667,-47.94627549999998,,
29.1,-41.56,-50.19864924999996,,
29.2,-40.394999999999996,-45.673492624999994,,
29.3,-41.70666666666666,-50.82901066666667,,
29.4,-42.08,-52.47154899999998,,
29.5,-41.81,-51.234208499999994,,
29.6,-41.455,-49.87316062499997,,
29.7,-42.19,-52.832742250000024,,
29.8,-42.150000000000006,-52.76605475,,
29.9,-42.31,-53.591324249999985,,
30.0,-41.41,-49.70183424999996,,
30.1,-41.525,-50.01626512499996,,
30.2,-42.68,-55.03717524999996,,
30.3,-41.49,-49.874094249999985,,
30.4,-41.635,-50.49139912499996,,
30.5,-42.175,-52.77639062500003,,
30.6,-40.39666666666667,-45.65830941666663,,
30.7,-40.48333333333333,-46.08245658333334,,
30.8,-41.593333333333334,-50.364640166666675,,
30.9,-42.275,-53.20435112499993,,
31.0,-41.553333333333335,-50.20284483333332,,
31.1,-41.913333333333334,-51.6766743333333,,
31.2,-41.435,-49.84203062499998,,
31.3,-41.980000000000004,-51.947858249999996,,
31.4,-41.86,-51.41873624999997,,
31.5,-42.480000000000004,-54.117324999999965,,
31.6,-42.27666666666667,-53.27575441666668,,
31.7,-41.43,-49.69173074999998,,
31.8,-41.644999999999996,-50.58893062499996,,
31.9,-40.86333333333334,-47.42842391666667,,
32.0,-40.35,-45.4695310833333,,
32.1,-39.38,-42.151223874999985,,
32.2,-38.5875,-39.622870437499955,,
32.3,-38.775,-40.185248874999985,,
32.4,-38.84166666666667,-40.55233629166664,,
32.5,-41.315,-49.22312662500002,,
32.6,-41.425,-49.63254112499996,,
32.7,-41.665,-50.59584412499993,,
32.8,-41.765,-51.07393162499997,,
32.9,-42.075,-52.332876124999956,,
33.0,-42.395,-53.88196762499999,,
33.1,-41.62,-50.54300149999998,,
33.2,-41.875,-51.506792625,,
33.3,-40.906666666666666,-47.57738316666663,,
33.4,-39.435,-42.28620762499998,,
33.5,-38.915,-40.622762874999964,,
33.6,-38.236000000000004,-38.71945569999998,,
33.7,-40.446666666666665,-46.07849566666665,,
33.8,-41.260000000000005,-48.94083225000003,,
33.9,-41.3,-49.15364649999998,,
34.0,-40.82,-47.287466249999994,,
34.1,-41.44,-49.67174099999994,,
34.2,-41.375,-49.435520124999954,,
34.3,-41.52,-50.01984333333329,,
34.4,-41.31,-49.15619208333334,0.6511830962697522,
34.5,-41.215,-48.851299125000025,0.0429937378276082,
34.6,-41.225,-48.83899012499998,,
34.7,-39.57,-42.92596624999997,-0.0943500603579947,
34.8,-39.5275,-42.60599893749998,,
34.9,-39.81,-43.56867975000001,0.0796229360103885,
35.0,-38.644999999999996,-39.861513374999994,,
35.1,-38.266000000000005,-38.717459749999996,0.385131332067528,
35.2,-38.34,-38.936138375,0.2721942100122022,
35.3,-38.1425,-38.412576187499994,,
35.4,-38.5975,-39.734406312499964,0.4419119831449454,
35.5,-41.5,-49.934004833333326,0.7109774808650541,
35.6,-40.95,-47.74701049999996,0.7464438926820262,
35.7,-40.935,-47.66249612499996,0.8273554474021511,
35.8,-41.56,-50.15997600000003,,
35.9,-42.7,-55.24315299999992,0.170831323969419,
36.0,-41.33,-49.22367249999999,,
36.1,-40.82,-47.226020249999976,0.3868824946283946,
36.2,-41.553333333333335,-50.166552166666634,,
36.3,-41.67,-50.61803524999999,0.06577491463522991,
36.4,-41.05,-48.129194499999954,-0.6011088925225567,
36.5,-40.53,-46.146026500000005,-0.760458063979435,
36.6,-39.62666666666667,-42.958464833333316,-0.6117616569757728,
36.7,-38.84,-40.39811949999998,0.1257688720452907,
36.8,-39.6575,-43.08753631249999,-0.3632475535260565,
36.9,-39.52,-42.62521983333331,-0.5923157578626479,
37.0,-39.7325,-43.300494937499984,0.626093841847364,
37.1,-38.733333333333334,-40.090566833333305,0.351047185797587,
37.2,-38.402,-39.15885014999999,0.19149456162166645,
37.3,-38.74,-40.07319462499997,-0.1688500070510797,
37.4,-38.4,-39.06938549999997,,
37.5,-38.135,-38.34474537499996,-0.1160681899798866,
37.6,-38.136,-38.32284189999997,0.1412518692923475,
37.7,-38.065,-38.186183125,0.3153900639265659,
37.8,-37.75000000000001,-37.28041094999999,0.0267921361199518,
37.9,-37.758,-37.287211149999976,0.1354135801262,
38.0,-37.196,-35.863783099999985,0.2853675030013816,
38.1,-37.062,-35.57704555,0.2585619239669896,
38.2,-40.126666666666665,-44.67377916666661,-0.020324363233837,
38.3,-40.515,-46.064938624999996,0.4520502525393438,
38.4,-41.215,-48.76559812499997,-0.0226373499871489,
38.5,-41.474999999999994,-49.95153012499992,1.174258840184041,
38.6,-41.555,-50.404840124999964,1.0375454420994594,
38.7,-41.845,-51.35179712500002,0.7385657564956722,
38.8,-41.78,-51.07551699999999,0.6562578679344793,
38.9,-41.28666666666666,-49.07470683333332,0.622219366995484,
39.0,-41.665,-50.59619062499999,0.8245297069876641,
39.1,-41.745000000000005,-50.96841962499997,0.9611211602395672,
39.2,-41.255,-48.926033124999975,1.349157456815628,
39.3,-42.5,-54.222837,1.0373784565010824,
39.4,-42.085,-52.40311112499995,0.9313121706475151,
39.5,-41.105000000000004,-48.33054262500002,0.6482041654566396,
39.6,-41.225,-48.80437862499997,0.48421076051987444,
39.7,-41.39,-49.46472924999995,0.5091072526237148,
39.8,-41.394999999999996,-49.49159812499997,0.480925184370691,
39.9,-40.120000000000005,-44.674079833333316,0.28690292888225943,
40.0,-38.97666666666667,-41.00653774999997,0.40859940852595383,
40.1,-40.42,-45.74015399999999,0.660201620932824,
40.2,-40.589999999999996,-46.437146083333324,,
40.3,-40.725,-46.862928125000025,,
40.4,-40.629999999999995,-46.49556249999998,,
40.5,-41.29,-49.08608724999996,,
40.6,-41.346666666666664,-49.514019333333316,,
40.7,-41.3,-49.15139425000001,,
40.8,-39.959999999999994,-44.11773924999997,,
40.9,-39.85999999999999,-43.74582833333332,,
41.0,-38.81666666666667,-40.320933416666655,,
41.1,-39.166666666666664,-41.40743549999996,,
41.2,-38.68333333333334,-39.9409585833333,,
41.3,-37.9875,-37.919316937499985,,
41.4,-38.78666666666667,-40.440667499999996,,
41.5,-40.5,-46.03740424999998,,
41.6,-41.46,-49.81428999999997,,
41.7,-40.980000000000004,-47.92880199999999,,
41.8,-41.54,-50.16634500000001,,
41.9,-41.425,-49.694603124999986,,
42.0,-41.885000000000005,-51.54923062499998,,
42.1,-40.935,-47.77214412499998,,
42.2,-40.269999999999996,-45.3169125,,
42.3,-39.46666666666667,-42.456544000000015,,
42.4,-40.026666666666664,-44.30437716666663,,
42.5,-39.33,-41.98838124999999,,
42.6,-39.13666666666666,-41.3571920833333,,
42.7,-38.443333333333335,-39.2198590833333,,
42.8,-38.43,-39.150518749999996,,
42.9,-38.44,-39.20668199999999,,
43.0,-37.49666666666666,-36.6290125833333,,
43.1,-38.0175,-37.98974718749997,,
43.2,-38.41,-39.11735787499998,,
43.3,-40.364999999999995,-45.54521612499997,,
43.4,-41.775000000000006,-51.07482812499998,,
43.5,-41.96,-51.86506124999997,,
43.6,-41.96,-51.83888124999993,,
43.7,-41.239999999999995,-48.89314724999997,,
43.8,-41.28,-49.03718125,,
43.9,-41.245000000000005,-48.88967812499996,,
44.0,-41.8,-51.15969999999999,,
44.1,-40.89,-47.49084249999996,,
44.2,-40.955,-47.75391712499999,,
44.3,-39.57,-42.736353749999985,,
44.4,-38.635,-39.77547412499996,,
44.5,-39.54333333333333,-42.65111108333335,,
44.6,-39.879999999999995,-43.79440525000001,,
44.7,-39.73,-43.26759875000001,,
44.8,-39.235,-41.62794562499998,,
44.9,-39.86,-43.711755833333335,,
45.0,-39.065,-41.124255625,,
45.1,-39.10666666666666,-41.21044199999997,,
45.2,-39.43,-42.26793708333335,,
45.3,-39.54,-42.63002224999995,,
45.4,-38.51666666666667,-39.42506774999999,,
45.5,-38.303333333333335,-38.78687525000001,,
45.6,-38.05500000000001,-38.10561087499998,,
45.7,-38.28666666666666,-38.758437499999964,,
45.8,-38.155,-38.408273124999965,,
45.9,-37.983333333333334,-37.897956083333334,,
46.0,-37.57666666666666,-36.81995791666665,,
46.1,-37.59,-36.85447499999998,,
46.2,-37.35,-36.237344750000005,,
46.3,-37.265,-36.04678212499998,,
46.4,-37.224999999999994,-35.99233762499997,,
46.5,-37.550000000000004,-36.73798774999994,,
46.6,-36.9525,-35.2870018125,,
46.7,-36.5125,-34.268645187499985,,
46.8,-38.06,-38.8131918333333,,
46.9,-40.715,-46.81579312499997,,
47.0,-41.51,-49.95442725000001,,
47.1,-41.08,-48.23169524999997,,
47.2,-40.980000000000004,-47.84748999999999,,
47.3,-40.295,-45.27548512499993,,
47.4,-40.64,-46.531647999999905,,
47.5,-41.185,-48.77896312499996,,
47.6,-40.849999999999994,-47.51595824999998,,
47.7,-41.0,-47.912499999999966,,
47.8,-41.349999999999994,-49.32133049999996,,
47.9,-42.1,-52.44092499999999,,
48.0,-41.165,-48.57362062499999,,
48.1,-41.21,-48.74103925000003,,
48.2,-41.05,-48.13048424999994,,
48.3,-40.754999999999995,-47.007182124999986,,
48.4,-40.05,-44.37648124999998,,
48.5,-39.21666666666666,-41.604539916666646,,
48.6,-40.195,-45.05138212499999,,
48.7,-39.715,-43.22595412499996,,
48.8,-38.88,-40.51874549999997,,
48.9,-38.38,-39.00835383333334,,
49.0,-39.515,-42.610889124999986,,
49.1,-38.42000000000001,-39.125784333333314,,
49.2,-38.973333333333336,-41.05125183333331,,
49.3,-41.125,-48.43840312499998,,
49.4,-40.275,-45.19711562499998,,
49.5,-39.629999999999995,-42.93165324999998,,
49.6,-39.379999999999995,-42.18324624999998,,
49.7,-39.459999999999994,-42.356892250000016,,
49.8,-39.325,-41.91633262499998,,
49.9,-39.765,-43.42871162500002,,
50.0,-39.185,-41.487596624999995,,
50.1,-39.58,-42.809630249999955,,
50.2,-39.65,-42.999589249999964,,
50.3,-39.57,-42.726324499999976,,
50.4,-39.230000000000004,-41.6273145,,
50.5,-39.156666666666666,-41.38395875000003,,
50.6,-39.425,-42.24103612500001,,
50.7,-39.343333333333334,-41.98386574999997,,
50.8,-38.99,-40.85048624999999,,
50.9,-39.28333333333334,-41.795791416666674,,
51.0,-39.33,-41.936502499999975,,
51.1,-39.215,-41.60259062499996,,
51.2,-39.33,-41.952961249999944,,
51.3,-38.745000000000005,-40.09148762500001,,
51.4,-39.053333333333335,-41.05213549999996,,
51.5,-39.629999999999995,-42.923972499999934,,
51.6,-38.64,-39.78553133333333,,
51.7,-38.055,-38.10216512499997,,
51.8,-38.596666666666664,-39.64235991666666,,
51.9,-38.199999999999996,-38.498261833333316,,
52.0,-38.61666666666667,-39.744432583333314,,
52.1,-38.23,-38.57362649999999,,
52.2,-38.21666666666667,-38.557871749999975,,
52.3,-38.163333333333334,-38.38687308333331,,
52.4,-38.07666666666666,-38.20954941666665,,
52.5,-37.724999999999994,-37.19720612499995,,
52.6,-38.083333333333336,-38.16796391666665,,
52.7,-38.25333333333333,-38.64858599999997,,
52.8,-37.95333333333333,-37.80414349999998,,
52.9,-37.62,-36.91916233333331,,
53.0,-37.98,-37.882353499999994,,
53.1,-37.725,-37.20286562499999,,
53.2,-37.81333333333334,-37.42817816666666,,
53.3,-37.81666666666667,-37.48057391666666,,
53.4,-37.47333333333333,-36.54258649999996,,
